"Electorate Number #","Electorate Name","Voting Place ID","Voting Place Suburb","Voting Place Address","NZTM2000 Northing","NZTM2000 Easting","WGS84 Latitude","WGS84 Longitude"
39,"Palmerston North",1669,"Takaro","Monrad Intermediate School Hall, 228 Botanical Road",5528753.099,1820144.891,-40.36274836,175.5926537
39,"Palmerston North",1684,"Takaro","St Oswald's Church Hall, corner Featherston & Kingswood Streets",5529519.326,1820262.85,-40.35582118,175.5937771
39,"Palmerston North",1685,"Takaro","Takaro School Hall, 24 Brighton Crescent",5529091.174,1819957.806,-40.35975503,175.590336
39,"Palmerston North",1674,"Terrace End","Rangiora Community Centre, 98-102 Rangiora Avenue",5531025.121,1823721.68,-40.34134915,175.6339396
39,"Palmerston North",1681,"Terrace End","St David's Community Centre, 3 Rainforth Street",5530455.059,1823541.726,-40.34652777,175.6320226
39,"Palmerston North",1686,"Terrace End","Terrace End School Hall, 183-209 Ruahine Street",5530552.919,1823120.555,-40.34575976,175.6270344
39,"Palmerston North",1667,"West End","IHC Day Base, 153 Cook Street",5528285.096,1821454.299,-40.36661371,175.608222
39,"Palmerston North",1687,"West End","West End School Hall, 395-427 Botanical Road",5527904.922,1820765.14,-40.37021796,175.6002448
40,"Papakura",710,"Alfriston","Alfriston School, Performing Arts Centre, corner Mill & Alfriston Roads",5901512.438,1772589.667,-37.0167275,174.9400535
40,"Papakura",712,"Ardmore","Ardmore School Library, 559 Papakura-Clevedon Road",5899497.68,1777874.724,-37.03389237,174.9999055
40,"Papakura",718,"Drury","Drury School Hall, 23-25 Young Crescent",5892459.666,1773325.124,-37.09814952,174.9504035
40,"Papakura",4003,"Hingaia","CCS Buildings, Potter Lounge, 128 Hingaia Road",5894905.769,1770685.946,-37.07659672,174.9201643
40,"Papakura",722,"Karaka","Karaka School Hall, 12 Blackbridge Road",5889457.605,1769109.735,-37.12596651,174.9036696
40,"Papakura",723,"Karaka","Te Hihi School Hall, corner Linwood & Batty Roads",5890827.834,1762874.172,-37.11472751,174.8332114
40,"Papakura",3527,"Manurewa","Alfriston College, KT1 Foyer, Alfriston Road entrance",5901322.413,1770525.026,-37.01881657,174.9169001
40,"Papakura",1131,"Wattle Downs","Clayton Park School Hall, 187 Coxhead Road (Wattle Farm Road entrance)",5898889.861,1768695.737,-37.0410628,174.8968922
40,"Papakura",1135,"Manurewa","Elmwood Village Community Centre, 131 Hill Road",5901889.536,1770074.919,-37.01378875,174.9117149
40,"Papakura",2906,"Manurewa","The Gardens School Hall, 101 Charles Prevost Drive",5902859.572,1770604.022,-37.00495342,174.9174396
40,"Papakura",3819,"Papakura","Community Hall, 18 Smiths Avenue",5895757.589,1773760.822,-37.06835766,174.9545405
40,"Papakura",732,"Papakura","Cosgrove School Hall, 10 Cosgrove Road",5897332.262,1774087.797,-37.05411069,174.9578518
40,"Papakura",734,"Papakura","Kelvin Road School Hall, 74 Kelvin Road",5896302.494,1774222.787,-37.06336287,174.9596078
40,"Papakura",3406,"Papakura","Nga Puawai O Wikitoria Te Kohanga Reo, 32 Old Wairoa Road",5897153.926,1772880.112,-37.05594068,174.9443179
40,"Papakura",737,"Papakura","Opaheke School Hall, 12a Tasman Drive",5895104.857,1773388.062,-37.07430719,174.9505004
40,"Papakura",730,"Papakura","Papakura Anglican Church Hall, 40 Coles Crescent",5896651.178,1772497.08,-37.06054053,174.9401277
40,"Papakura",729,"Papakura","Papakura Central School, Rooms 15 & 16, 23 Ray Small Drive",5895832.558,1772183.645,-37.06797321,174.9367918
40,"Papakura",731,"Papakura","Papakura District Court, corner Great South Road & Wood Street",5896119.868,1772861.109,-37.06526015,174.9443421
40,"Papakura",733,"Papakura","Papakura High School Hall, 11 Willis Road",5896364.989,1773440.643,-37.06294482,174.9508007
40,"Papakura",735,"Papakura","Papakura Normal School Hall, Walters Road entrance",5897950.571,1772170.57,-37.04889406,174.9361597
40,"Papakura",740,"Papakura","Kereru Park Campus, 58 Beach Road",5895110.492,1772156.03,-37.07448349,174.9366468
40,"Papakura",738,"Papakura","Red Hill School Hall, 54 Redcrest Avenue (Mack Place entrance)",5895551.5,1775276.263,-37.06993225,174.9716258
40,"Papakura",739,"Papakura","Rosehill Intermediate School Hall, 5 Jupiter Street",5894699.323,1772071.812,-37.07820324,174.9357941
40,"Papakura",744,"Takanini","Conifer Grove School Hall, 70 Walter Strevens Drive",5898034.356,1769988.383,-37.0485371,174.9116133
40,"Papakura",743,"Takanini","Takanini Community Church Hall, 160 Great South Road",5898675.657,1770659.15,-37.04263767,174.9190071
40,"Papakura",745,"Takanini","Takanini School Hall, 39 Takanini School Road",5899031.654,1771172.464,-37.03933691,174.9246952
40,"Papakura",4002,"Wattle Downs","Reremoana School Hall, 15 Scotsmoor Drive",5897817.214,1766839.91,-37.05105857,174.8762726
41,"Port Hills",150,"Cashmere","Cashmere Primary School, 135 Hackthorne Road",5175106.124,1570330.927,-43.57641821,172.6325462
41,"Port Hills",3260,"Cashmere","Landsdowne Community Centre, 4 Landsdowne Terrace",5175737.939,1570924.597,-43.57075274,172.6399326
41,"Port Hills",151,"Cashmere","The Princess Margaret Hospital, 97 Cashmere Road (Riley Day Hospital, Entrance 4)",5175855.794,1569455.238,-43.56963282,172.6217432
41,"Port Hills",152,"Cass Bay","TS Godley (former Navy League), 64 Governors Bay Road",5172211.489,1575081.153,-43.60265553,172.691244
41,"Port Hills",4090,"Halswell","Aidanfield Christian School, 2 Nash Road",5176470.354,1565344.83,-43.56391962,172.5708818
41,"Port Hills",156,"Halswell","Halswell School, corner Kennedys Bush & School Roads",5173500.503,1565238.986,-43.590655,172.5693807
41,"Port Hills",167,"Halswell","Oaklands School, 37 Cunningham Place",5175616.682,1564846.028,-43.57158267,172.5646502
41,"Port Hills",157,"Halswell","St Mary's Anglican Church Hall, 329 Halswell Road",5174744.027,1565168.951,-43.57945515,172.5685931
41,"Port Hills",155,"Halswell","Saints Peter & Paul Catholic Church Hall, 56 Nicholls Road",5174590.057,1564571.186,-43.58081331,172.5611795
41,"Port Hills",158,"Heathcote Valley","Heathcote Valley School, 61 Bridle Path Road",5174748.187,1576538.639,-43.57986235,172.7094126
41,"Port Hills",4084,"Hoon Hay","Cashmere Early Learning Centre, 192 Cashmere Road",5175314.544,1568542.324,-43.57446826,172.6104068
41,"Port Hills",3257,"Huntsbury","Huntsbury Community Centre, 30H Huntsbury Avenue",5176226.75,1571892.261,-43.56638858,172.6519412
41,"Port Hills",161,"Linwood","Linwood Avenue School, 260 Linwood Avenue",5179688.451,1573731.407,-43.53528623,172.6748826
41,"Port Hills",162,"Linwood","Union Church Hall, 378 Linwood Avenue, corner Tilford Street",5179312.613,1574176.249,-43.53868584,172.6803703
41,"Port Hills",148,"Lower Cashmere","Thorrington School, 22A Colombo Street",5176230.698,1570650.754,-43.5663052,172.6365681
41,"Port Hills",4092,"Lyttelton","Lyttelton Primary School (former St Joseph's School & Church), 18 Winchester Street",5172345.561,1577558.431,-43.60152712,172.7219438
41,"Port Hills",164,"Lyttelton","Lyttelton Primary School (Hill Site), 41 Voelas Road",5172340.503,1576577.535,-43.60154246,172.7097902
41,"Port Hills",4091,"Lyttelton","Port Hills Uniting Parish, 40 Winchester Street",5172401.965,1577396.313,-43.60101435,172.7199375
41,"Port Hills",4085,"Mount Pleasant","Mount Pleasant Community Centre, 3 Mccormacks Bay Road",5177382.746,1577435.859,-43.55616826,172.7206349
41,"Port Hills",166,"Mount Pleasant","Mt Pleasant School, 82 Major Hornbrook Road",5176683.757,1577058.166,-43.5624505,172.7159292
41,"Port Hills",3502,"Redcliffs","St Andrew's Anglican Church, 148 Main Road",5176946.704,1578698.485,-43.56013156,172.7362501
41,"Port Hills",2849,"Somerfield","Cashmere High School, 172 Rose Street",5176241.49,1569993.598,-43.56618187,172.6284313
41,"Port Hills",4093,"Somerfield","Pioneer Recreation and Sport Centre Lounge, 1st floor, 75 Lyttelton Street",5176218.626,1568817.476,-43.56633948,172.6138664
41,"Port Hills",2850,"Somerfield","Somerfield School, 42 Studholme Street",5176745.471,1569999.988,-43.56164428,172.6285383
41,"Port Hills",172,"St Martins","Hillview Christian Junior School, 150 Wilsons Road",5177418.286,1571995.176,-43.55566382,172.6532771
41,"Port Hills",173,"St Martins","St Martins School, 24 Albert Terrace (opposite Roscoe Street)",5176366.711,1572293.095,-43.56514337,172.6569118
41,"Port Hills",3850,"Sumner","Sumner School, 21 Colenso Street (Dryden Street West entrance)",5175592.32,1580599.742,-43.57237847,172.7597423
41,"Port Hills",3940,"Woolston","Bamford School, 8 Gould Crescent",5177619.305,1574791.054,-43.55395356,172.6879012
41,"Port Hills",178,"Woolston","CPIT, Student Services Building, corner Ensors Road & Sulllivan Avenue",5178268.75,1572770.098,-43.54803488,172.6629138
41,"Port Hills",179,"Woolston","Edmonds Smith Street Kindergarten, 21 Smith Street",5178792.796,1573492.536,-43.54334234,172.6718825
41,"Port Hills",181,"Woolston","St John's Church Hall, corner St Johns Street & Ferry Road",5178005.146,1574635.102,-43.55047413,172.6859885
41,"Port Hills",180,"Woolston","Woolston School, corner Ferry Road & Hopkins Street",5178545.894,1573520.533,-43.54556646,172.672217
42,"Rangitata",1756,"Alford Forest","Alford Forest Hall, corner Highway 72 & Alford Forest Settlement Road",5170146.178,1479228.81,-43.61187114,171.503369
42,"Rangitata",22,"Arowhenua","Arowhenua Maori School, 33 Huirapa Street",5098338.405,1461961.62,-44.25510809,171.2708484
42,"Rangitata",1758,"Ashburton","Allenton School Hall, 110 Harrison Street",5140031.718,1498903.516,-43.88588538,171.7414521
42,"Rangitata",1761,"Ashburton","Ashburton Intermediate School, 144 Cass Street",5138366.377,1500324.531,-43.90106949,171.7588268
42,"Rangitata",1760,"Ashburton","Hampstead School, 55 Wellington Street",5137094.697,1500453.76,-43.91253404,171.760198
42,"Rangitata",4077,"Ashburton","New Life Church, 58 Melcombe Street, Tinwald",5136669.891,1497695.465,-43.91598006,171.7257714
42,"Rangitata",1762,"Ashburton","Sinclair Community Centre, 74 Park Street",5138177.217,1499318.8,-43.90263552,171.7462705
42,"Rangitata",1763,"Ashburton","St John Rooms, 241 Tancred Street",5137693.381,1499581.836,-43.90702666,171.749454
42,"Rangitata",3853,"Ashburton","Tinwald War Memorial Hall, corner Graham & McMurdo Streets",5135965.104,1497201.493,-43.92225535,171.7194843
42,"Rangitata",3852,"Ashburton","Walnut Ave Pavillion, 66 Walnut Avenue",5139087.087,1499704.524,-43.89449789,171.7512438
42,"Rangitata",1767,"Carew","Carew Peel Forest School, 1051 Ealing-Montalto Road",5131249.546,1468180.79,-43.96007312,171.3569482
42,"Rangitata",3872,"Clandeboye","Clandeboye Old School, 1 Kotuku Place",5103687.881,1470608.577,-44.20855333,171.3804421
42,"Rangitata",1775,"Fairton","Fairton School, 14 Fairfield Road",5141829.437,1504834.786,-43.870492,171.8155949
42,"Rangitata",1779,"Greenstreet","Greenstreet-Ashburton Forks Hall, corner Ashburton-Staveley & Driscolls Roads",5148347.864,1492869.267,-43.81017726,171.6680185
42,"Rangitata",1780,"Hinds","Hinds School, 54 Reed Street",5127025.275,1484973.249,-44.00091232,171.5652716
42,"Rangitata",3151,"Lagmhor","Lagmhor Site, Ashburton Borough School, Tinwald Westerfield Mayfield Road",5142233.108,1492192.455,-43.86511962,171.6583729
42,"Rangitata",3930,"Lowcliffe","Lowcliffe/Coldstream Hall, 9 Trig Pole Road",5115350.849,1486298.146,-44.10619611,171.5792816
42,"Rangitata",1794,"Mayfield","Mayfield School, 14 Lismore-Mayfield Road",5146624.637,1473082.984,-43.82255561,171.4216874
42,"Rangitata",3138,"Methven","Mt Hutt College Hall, corner Main & McDonald Streets",5167580.885,1490992.965,-43.63677831,171.6485944
42,"Rangitata",1798,"Mt Somers","Mt Somers Springburn School, Ashburton Gorge Road",5159674.655,1471278.219,-43.7047885,171.4023819
42,"Rangitata",49,"Orari","Orari Coronation Hall, 8 McDonald Street",5111444.571,1463694.828,-44.13748958,171.2959534
42,"Rangitata",3708,"Pleasant Point","Pleasant Point Primary School, Victor Wilson Hall, 33 Halstead Road",5097794.182,1450866.791,-44.25781735,171.1317834
42,"Rangitata",56,"Rangitata","Rangitata Soldiers Memorial Hall, State Highway 1",5119478.395,1469637.664,-44.06627141,171.3722041
42,"Rangitata",57,"Seadown","Seadown Hall, 729 Seadown Road",5094024.094,1462498.229,-44.2940341,171.2764325
42,"Rangitata",62,"Temuka","Opihi College, 83 Richard Pearse Drive",5100086.878,1463746.761,-44.23970962,171.2936553
42,"Rangitata",63,"Temuka","Presbyterian Church Complex, corner Hally Terrace & Wilmshurst Road",5100052.449,1462577.911,-44.2397999,171.2790149
42,"Rangitata",64,"Temuka","Temuka Primary School, 9 Hayhurst Street",5099304.772,1463219.112,-44.24664899,171.286846
42,"Rangitata",87,"Timaru","Bluestone School, 46 Raymond Street",5082350.747,1458756.565,-44.39836128,171.2263876
42,"Rangitata",4130,"Timaru","Church Street Bible Chapel, 213 Church Street (corner Avenue Road)",5082656.846,1459352.558,-44.39572277,171.2339509
42,"Rangitata",4078,"Timaru","Elim Christian Centre, 7 Elizabeth Place",5082796.352,1460532.662,-44.39469551,171.2487995
42,"Rangitata",70,"Timaru","Gleniti School, 22 Heath Street",5084026.373,1456078.083,-44.3827562,171.1932341
42,"Rangitata",71,"Timaru","Grantlea Downs School, 65 Grants Road",5085029.774,1459427.301,-44.37438419,171.2355307
42,"Rangitata",72,"Timaru","Highfield School, 26 Rimu Street",5083212.185,1457708.287,-44.39040451,171.2134665
42,"Rangitata",3651,"Timaru","Life Church, 134 Morgans Road",5084335.946,1457416.817,-44.38023506,171.210117
42,"Rangitata",76,"Timaru","Methodist Church Hall, corner North Street & Woodlands Road",5082092.19,1459659.582,-44.40086342,171.2376517
42,"Rangitata",4079,"Timaru","Mountainview High School, 67-141 Pages Road",5084679.027,1458223.796,-44.37730609,171.2203359
42,"Rangitata",3901,"Timaru","Roncalli College, 19 Wellington Street",5081934.509,1460316.58,-44.40240931,171.2458558
42,"Rangitata",4080,"Timaru","Salvation Army Hall, corner 206 Wai-iti & Otipua Roads",5083267.625,1458208.309,-44.39000364,171.2197566
42,"Rangitata",80,"Timaru","South School, 44 Queen Street",5081206.745,1460645.872,-44.40902163,171.2497938
42,"Rangitata",69,"Timaru","St Stephen's Church Hall, 349 Wai-iti Road",5083474.892,1457117.225,-44.38792426,171.2061213
42,"Rangitata",3650,"Timaru","Timaru Girls High School, corner Hassall & Cain Streets",5081673.478,1460182.713,-44.40473241,171.2441052
42,"Rangitata",86,"Timaru","Waimataitai School Hall, 29 Trafalgar Street",5083518.044,1459675.938,-44.38803587,171.2382421
42,"Rangitata",3903,"Timaru","Washdyke Community and Sports Centre, Sir Basil Arthur Park, 92 Pleasant Point Highway",5087941.351,1459140.084,-44.3481282,171.2327153
42,"Rangitata",1813,"Wakanui","Wakanui School, 20 Wakanui School Road",5130356.447,1505581.964,-43.97386478,171.8228573
42,"Rangitata",3710,"Willowby","Willowby Hall, 471 Longbeach Road",5129367.088,1494387.813,-43.98124737,171.6831336
42,"Rangitata",96,"Winchester","Winchester Rural School, 14 Rise Road",5105552.962,1462399.809,-44.19026665,171.2782288
42,"Rangitata",1817,"Winchmore","Winchmore Hall, 935 State Highway 77",5148451.204,1494980.812,-43.80954998,171.6942853
43,"Rangitīkei",1654,"Aokautere","Aokautere School Hall, 196 Fitzherbert East Road",5528474.6,1826240.664,-40.36362364,175.66447
43,"Rangitīkei",1819,"Apiti","Apiti School, 11 Bryce Street",5571339.724,1845389.532,-39.9725048,175.8734054
43,"Rangitīkei",3430,"Ashhurst","Village Valley Community Centre, corner Cambridge Avenue & Guildford Street",5536333.925,1834074.408,-40.29073722,175.7537518
43,"Rangitīkei",1821,"Awahou North","Awahou School, Pohangina Valley East Road",5548766.152,1839403.67,-40.1773566,175.8117423
43,"Rangitīkei",1822,"Awahuri","Awahuri Hall, Rural No 1623, State Highway 3",5539084.101,1813589.837,-40.27146734,175.5120755
43,"Rangitīkei",3931,"Bulls","Bulls Scout & Guide Hall, 26 Wilson Street",5550719.205,1803216.165,-40.16931643,175.3864917
43,"Rangitīkei",1823,"Bulls","Clifton School, 3 Clifton Street",5549616.795,1802515.234,-40.17940938,175.3786136
43,"Rangitīkei",1825,"Bunnythorpe","Bunnythorpe School, 5 Baring Street",5537577.109,1823838.961,-40.28235129,175.6330263
43,"Rangitīkei",1827,"Cheltenham","Cheltenham School, Cheltenham-Hunterville Highway",5553822.749,1826431.146,-40.13544704,175.6577664
43,"Rangitīkei",1828,"Colyton","Colyton School, 421 Colyton Road",5543705.241,1825353.566,-40.22679296,175.648672
43,"Rangitīkei",1831,"Feilding","Feilding Intermediate School, 95 East Street",5544332.49,1819373.634,-40.22273414,175.5782415
43,"Rangitīkei",1833,"Feilding","Lytton Street School, corner Lytton & Monmouth Streets",5544873.649,1819363.544,-40.21786617,175.5779383
43,"Rangitīkei",1834,"Feilding","Manchester St School, 160 Manchester Street",5544450.28,1817888.184,-40.22206142,175.56076
43,"Rangitīkei",1835,"Feilding","North Street School, 52 North Street",5545408.664,1818499.199,-40.21327654,175.5676084
43,"Rangitīkei",4011,"Feilding","St Joseph's School Hall, Derby Street",5544609.255,1818758.256,-40.22040398,175.5709218
43,"Rangitīkei",1837,"Feilding","St Paul's Presbyterian Parish Hall, corner Church & Grey Streets",5544422.325,1818204.277,-40.22223081,175.5644809
43,"Rangitīkei",1838,"Glen Oroua","Glen Oroua School, 200 Sansons Road",5532713.288,1804868.634,-40.330994,175.4116308
43,"Rangitīkei",1839,"Halcombe","Halcombe Primary School, corner Willoughby & Monteith Streets",5552933.774,1812815.164,-40.14700552,175.4983884
43,"Rangitīkei",1880,"Halcombe","Stanway Public Hall, Makino Road",5558085.191,1817072.283,-40.09955049,175.5465878
43,"Rangitīkei",1840,"Himatangi Beach","Community Hall, Koputara Road",5528738.422,1789452.235,-40.37041783,175.2314705
43,"Rangitīkei",1841,"Hiwinui","Hiwinui School, Watershed Road",5538608.2,1829789.712,-40.27145867,175.7025827
43,"Rangitīkei",1842,"Hunterville","Hunterville Consolidated School, 33 Bruce Street",5576252.442,1819102.083,-39.93550647,175.5642462
43,"Rangitīkei",3447,"Kairanga","Kairanga Community Centre, 1103 Kairanga Bunnythorpe Road",5530569.05,1815138.369,-40.34771041,175.5331349
43,"Rangitīkei",2203,"Kaitieke","Kaitieke School, Activities Room, Kaitieke Road",5669539.327,1796497.413,-39.10115928,175.2723556
43,"Rangitīkei",2989,"Kakahi","Kakahi School, Mohio Road",5689102.533,1806645.598,-38.92267615,175.3836963
43,"Rangitīkei",1844,"Kimbolton","Kimbolton School, 4 Henderson Street",5562610.113,1836993.111,-40.05345884,175.7783839
43,"Rangitīkei",1845,"Kiwitea","Kiwitea School, 7 Perrys Line",5556819.855,1831866.432,-40.10699356,175.7204206
