Party and Electorate Candidate Votes Recorded at each polling place
"Pakuranga 39","Party Vote Details"
,,"99 MP Party","ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Christian Heritage NZ","Democrats for Social Credit","Destiny New Zealand","Direct Democracy Party","Green Party","Jim Anderton's Progressive","Labour Party","Libertarianz","Mâori Party","National Party","New Zealand Family Rights Protection Party","New Zealand First Party","OneNZ Party","The Republic of New Zealand Party","United Future New Zealand","Total Valid Party Votes","Informal Party Votes"
,"Riverhills School, 13 Waikaremoana Place",1,19,1,0,3,0,17,0,18,20,273,1,1,262,2,29,0,0,9,656,1
,"Sunnyhills School, 17 The Crest",0,84,1,0,4,1,2,1,25,12,333,2,3,959,0,73,0,0,36,1536,1
,"Youth Recreation Centre, William Roberts Road",0,50,1,1,1,0,6,3,29,6,458,1,5,483,1,83,0,0,32,1160,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,3,0,0,1,0,2,0,2,4,150,0,0,244,0,64,0,0,2,472,11
,"Ordinary Votes BEFORE polling day",0,113,0,1,7,0,15,0,66,16,749,1,1,1399,0,221,1,0,69,2659,8
,"Special Votes BEFORE polling day",0,13,0,2,1,1,3,0,16,6,134,0,2,216,0,34,0,0,8,436,1
,"Special Votes On polling day",1,73,1,3,5,0,16,0,73,15,625,2,9,985,0,78,0,0,45,1931,8
,"Overseas Special Votes including defence force",0,10,0,0,0,0,2,0,35,2,149,1,0,311,0,20,0,0,8,538,0
,"Special Votes Allowed for Party Only",0,9,0,1,1,0,1,0,3,3,130,0,2,83,0,11,0,0,3,247,5
,"Pakuranga Total",6,1354,13,36,80,4,206,11,907,297,10810,14,73,19173,5,2105,6,5,878,35983,88
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36071
"Electorate Party Valid Votes for Pakuranga",,"National Party - .5328349498"
"99 MP Party",6,.0001667454
"ACT New Zealand",1354,.0376288803
"Alliance",13,.0003612817
"Aotearoa Legalise Cannabis Party",36,.0010004724
"Christian Heritage NZ",80,.0022232721
"Democrats for Social Credit",4,.0001111636
"Destiny New Zealand",206,.0057249257
"Direct Democracy Party",11,.0003056999
"Green Party",907,.0252063474
"Jim Anderton's Progressive",297,.0082538977
"Labour Party",10810,.3004196426
"Libertarianz",14,.0003890726
"Mâori Party",73,.0020287358
"National Party",19173,.5328349498
"New Zealand Family Rights Protection Party",5,.0001389545
"New Zealand First Party",2105,.0584998472
"OneNZ Party",6,.0001667454
"The Republic of New Zealand Party",5,.0001389545
"United Future New Zealand",878,.0244004113
