Party and Electorate Candidate Votes Recorded at each polling place
"Rodney 44","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Red Beach School, 20 Albert Hall Drive",78,0,2,0,2,57,2,11,254,0,5,832,56,0,0,4,0,13,1,1317,4
"Redvale","East Coast Bays Bible Baptist Church, 1092 East Coast Road",24,0,1,0,5,17,1,5,49,0,0,224,3,0,0,0,0,0,0,329,1
"Silverdale","Stella Maris School, 50 Silverdale Street",119,0,3,0,10,71,7,8,212,0,3,968,54,0,1,1,0,13,0,1470,4
"Snells Beach","Snells Beach Community Church, 325 Mahurangi East Road",91,0,4,2,8,53,10,15,355,0,9,739,78,0,0,4,1,14,0,1383,10
,"The Lifeway Trust, 20 Goodall Road",49,0,2,2,6,17,2,10,91,0,1,372,21,0,0,0,0,6,0,579,1
"Stanmore Bay","Hibiscus Coast Leisure Centre, 159 Brightside Road",92,1,3,0,17,109,13,19,411,0,8,1041,60,0,0,12,0,8,0,1794,8
,"Stanmore Bay School Auditorium, 30 Waiora Road",46,2,7,0,5,45,4,15,185,0,6,454,18,0,0,5,0,9,0,801,1
"Wainui","Wainui School, 492 Waitoki Road",41,0,3,0,2,23,1,9,56,0,4,243,11,0,0,1,0,3,0,397,1
"Waitoki","Waitoki School Hall, 1119 Kahikatea Flat Road",26,0,0,0,0,18,3,0,35,0,0,174,7,0,0,1,0,0,0,264,0
"Warkworth","Masonic Lodge, Baxter Street",78,1,5,0,8,92,7,10,259,0,6,670,57,0,0,2,0,9,1,1205,0
,"Warkworth Methodist Church Hall, 1 Hexham Street",70,0,4,0,5,55,6,18,192,0,8,418,35,0,0,2,0,8,0,821,4
,"Warkworth Primary School, 35 Hill Street",51,0,0,0,3,48,5,8,135,0,3,389,26,0,0,5,0,7,0,680,0
"Wellsford","Wellsford Primary School, 47 School Road",4,0,0,0,1,11,0,0,16,0,1,48,4,0,0,0,0,3,0,88,0
"Whangaparaoa","Whangaparaoa Library, Town Centre, 713 Whangaparaoa Road",132,4,10,0,6,87,10,33,500,2,10,1140,68,1,0,4,0,23,1,2031,7
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",15,0,0,2,2,16,3,7,273,0,1,430,87,1,0,0,0,6,0,843,8
,"Ordinary Votes BEFORE polling day",320,2,12,0,26,254,27,42,1114,1,15,3118,331,1,0,10,0,24,1,5298,15
,"Special Votes BEFORE polling day",26,1,5,0,1,34,3,5,117,0,1,230,29,1,0,2,0,1,1,457,1
,"Special Votes On polling day",120,2,21,0,20,130,8,14,427,1,8,1222,65,0,1,22,0,12,0,2073,2
,"Overseas Special Votes including defence force",21,0,1,0,1,25,2,3,65,0,5,318,6,0,1,0,0,4,0,452,1
,"Votes Allowed for Party Only",15,0,3,0,3,22,3,0,97,1,17,169,11,0,0,4,0,3,1,349,3
,"Rodney Total",2496,24,136,9,226,1969,197,327,7842,11,182,22441,1722,5,5,150,4,288,8,38042,107
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",38149
"Electorate Party Valid Votes for Rodney",,"National Party - .5899006361"
"ACT New Zealand",2496,.0656116923
"Alliance",24,.0006308817
"Aotearoa Legalise Cannabis Party",136,.0035749961
"Democrats for Social Credit",9,.0002365806
"Family Party",226,.0059408023
"Green Party",1969,.0517585826
"Jim Anderton's Progressive",197,.0051784869
"Kiwi Party",327,.0085957626
"Labour Party",7842,.2061405815
"Libertarianz",11,.0002891541
"Maori Party",182,.0047841859
"National Party",22441,.5899006361
"New Zealand First Party",1722,.0452657589
"New Zealand Pacific Party",5,.0001314337
"RAM - Residents Action Movement",5,.0001314337
"The Bill and Ben Party",150,.0039430104
"The Republic of New Zealand Party",4,.0001051469
"United Future",288,.0075705799
"Workers Party",8,.0002102939
