Party and Electorate Candidate Votes Recorded at each polling place
"Palmerston North 38","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Queen Elizabeth College Hall, 350-382 Rangitikei Street",9,0,3,0,0,11,5,2,128,0,4,113,18,0,0,6,0,4,0,303,1
,"Rangiora Community Centre, 98-102 Rangiora Avenue",6,0,3,0,0,40,7,1,350,0,6,132,31,4,0,3,0,6,2,591,5
,"Riverdale School Hall, 95 Slacks Road",40,0,1,1,1,73,10,1,498,0,7,526,50,0,0,6,1,24,0,1239,4
,"Roslyn School Hall, 38 Kipling Street",27,0,5,0,3,30,13,1,426,1,3,302,34,3,0,15,0,13,0,876,6
,"Ross Intermediate School Hall, 25 Freyberg Street",8,0,2,0,2,13,7,1,109,0,1,109,8,3,0,6,0,4,0,273,1
,"Russell Street School Hall, 19-31 Russell Street",35,0,3,0,1,88,12,1,396,0,5,439,31,0,1,2,0,9,0,1023,3
,"Ryder-Cheshire Centre, 114 Te Awe Awe Street",24,0,3,1,0,45,5,0,126,0,1,269,8,0,0,0,0,1,0,483,0
,"Salvation Army Hall, 431 Church Street",10,0,1,0,2,33,5,1,137,0,2,162,15,0,0,5,0,4,0,377,0
,"Somerset Crescent School Hall, 45 Somerset Crescent",15,0,5,0,0,16,9,2,275,2,9,185,24,3,0,6,1,9,0,561,3
,"St David's Church Hall, 9 Rainforth Street",9,1,2,0,6,36,9,6,205,0,3,231,22,0,0,5,0,12,0,547,2
,"St James' School Community Hall, 304 Albert Street",34,0,2,1,0,55,11,1,289,0,6,461,28,1,0,4,0,17,0,910,8
,"St Luke's Lutheran Church Hall, corner Church & McGifford Streets",6,0,4,0,0,18,4,3,131,0,4,99,9,0,0,2,0,3,0,283,4
,"St Michael's Church Hall, 52 Pembroke Street",2,1,2,0,0,12,1,1,255,0,4,91,27,1,0,2,0,2,1,402,5
,"St Oswald's Church Hall, corner Featherston & Kingswood Streets",11,0,4,0,3,27,11,1,313,0,4,231,28,3,0,9,0,1,0,646,8
,"St Peter's College, Gym-Classroom, 22-38 Rennie Avenue",35,0,3,0,2,27,6,2,274,0,3,335,38,1,0,8,0,3,1,738,5
,"Summerset Retirement Village, 166-186 Ruapehu Drive",5,0,0,0,0,5,0,0,6,0,0,19,0,0,0,0,0,0,0,35,0
,"Takaro School Hall, 24 Brighton Crescent",8,0,0,0,1,17,9,5,194,0,3,102,25,0,0,2,0,5,0,371,3
,"Terrace End School Hall, 183-209 Ruahine Street",29,2,2,0,4,85,19,3,489,0,6,390,80,0,0,5,0,14,1,1129,4
,"West End School Hall, 395-427 Botanical Road",36,1,4,0,3,89,19,5,512,0,10,495,49,0,0,17,0,18,0,1258,4
,"Westbrook Community Centre, 21 Havelock Avenue",8,1,2,1,1,22,6,3,335,2,6,186,30,3,0,7,0,6,0,619,4
,"Winchester School Hall, 552 Ruahine Street",27,0,3,0,2,80,7,1,300,0,8,402,22,0,0,7,0,15,0,874,1
"Pohangina","Pohangina Public Hall, Pohangina Road",0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0
"Whakarongo","Whakarongo Community Hall, 17 Stoney Creek Road",2,0,0,0,1,4,1,0,27,0,0,85,3,0,0,1,0,1,0,125,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",6,2,1,0,0,8,6,1,207,1,0,177,28,0,1,1,0,0,0,439,5
,"Ordinary Votes BEFORE polling day",69,0,11,0,6,197,24,9,992,0,18,1174,97,1,0,8,0,35,2,2643,6
,"Special Votes BEFORE polling day",9,0,1,0,0,22,4,0,164,0,2,159,20,0,0,2,0,5,0,388,3
,"Special Votes On polling day",60,0,19,0,14,174,20,3,815,0,16,796,64,7,0,32,0,20,0,2040,13
,"Overseas Special Votes including defence force",14,0,0,0,0,67,4,4,180,0,0,225,6,0,0,2,0,11,0,513,4
,"Votes Allowed for Party Only",7,0,5,0,5,16,2,0,188,0,18,107,11,0,0,9,1,4,0,373,2
,"Palmerston North Total",948,16,139,6,89,2258,408,117,14108,16,247,14103,1404,37,2,338,4,430,12,34682,159
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34841
"Electorate Party Valid Votes for Palmerston North",,"Labour Party - .4067816158"
"ACT New Zealand",948,.0273340638
"Alliance",16,.0004613344
"Aotearoa Legalise Cannabis Party",139,.0040078427
"Democrats for Social Credit",6,.0001730004
"Family Party",89,.0025661727
"Green Party",2258,.0651058186
"Jim Anderton's Progressive",408,.0117640274
"Kiwi Party",117,.0033735079
"Labour Party",14108,.4067816158
"Libertarianz",16,.0004613344
"Maori Party",247,.00712185
"National Party",14103,.4066374488
"New Zealand First Party",1404,.0404820945
"New Zealand Pacific Party",37,.0010668358
"RAM - Residents Action Movement",2,.0000576668
"The Bill and Ben Party",338,.0097456894
"The Republic of New Zealand Party",4,.0001153336
"United Future",430,.0123983623
"Workers Party",12,.0003460008
