Party and Electorate Candidate Votes Recorded at each polling place
"New Plymouth 31","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Onuku Taipari Hall, 136 Ngamotu Road",1,0,2,8,0,39,209,0,1,3,186,42,3,494,3
,"Spotswood College Library, 129 South Road",5,1,6,9,0,62,197,2,1,3,307,22,3,618,4
,"Spotswood Primary School Hall, 177 South Road",2,0,4,26,0,77,252,1,2,4,454,50,3,875,5
,"St Chad's Church Hall, 12 Omata Road",9,0,4,23,1,59,253,1,3,1,348,68,4,774,9
,"St James Church, 24 Lawry Street",8,0,2,14,1,36,229,0,1,1,312,48,0,652,9
,"St John Rooms, 318 St Aubyn Street",5,1,4,12,1,66,146,0,1,2,275,38,2,553,8
,"St Joseph's Community Centre, 147 Devon Street West",1,0,4,10,0,56,109,0,1,3,169,37,4,394,5
,"St Pius X School, 120 Brooklands Road",7,1,0,15,0,85,168,0,1,0,330,39,6,652,4
,"Taranaki Base Hospital, Clinical Skills Laboratory, Lyn Street entrance",1,0,0,4,0,20,83,0,0,2,96,14,1,221,1
,"Taranaki Disability Resource Centre, 28 Young Street",5,1,2,4,0,22,70,0,0,2,98,10,0,214,2
,"Vogeltown School Hall, 37 Huatoki Street",5,0,5,21,1,118,328,0,0,6,535,61,4,1084,1
,"Welbourn School Hall, 5 Welbourn Terrace entrance",8,0,3,14,0,72,211,1,1,4,463,50,4,831,4
,"Westown School Hall, 41 Sanders Avenue",11,1,4,40,1,138,498,2,5,10,845,115,6,1676,13
,"Woodleigh School Hall, 85 Brois Street",10,0,3,14,0,112,197,2,2,9,435,36,8,828,4
,"Woodleigh Sports and Social Club,  43 Fernleigh Street",4,0,3,11,0,40,78,1,0,2,292,10,0,441,3
"Oakura","Oakura School, 16 Donnelly Street",15,0,10,9,0,176,127,0,0,7,589,26,2,961,4
"Okato","Coastal Taranaki School, 88 Carthew Street",3,0,1,3,0,71,71,0,4,5,229,32,1,420,6
"Omata","Omata School Hall, 3 Holloway Road",12,1,2,6,0,33,56,0,0,4,204,15,1,334,2
"Waitara","Orapa Kindergarten, 16 Wood Street",0,0,5,5,1,28,186,0,1,2,167,64,2,461,8
,"Owae Marae, 16 North Street",0,0,1,0,0,6,25,0,3,2,19,17,1,74,0
,"Waitara Central School Hall, 18 Cracroft Street",8,0,12,22,0,57,322,2,2,6,384,96,0,911,8
,"Waitara High School Hall, 16 Princess Street",9,1,6,6,0,37,254,0,1,8,325,93,1,741,3
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in New Plymouth",41,1,8,53,2,312,858,4,7,11,2262,176,21,3756,28
,"Special Votes BEFORE polling day",4,0,1,5,0,39,133,0,2,0,187,41,1,413,1
,"Special Votes On polling day",13,0,16,33,3,240,459,0,8,13,787,84,8,1664,8
,"Overseas Special Votes including Defence Force",4,1,0,0,0,51,42,0,0,1,124,6,1,230,0
,"Votes Allowed for Party Only",3,0,5,3,0,53,96,1,5,9,73,14,1,263,1
,"New Plymouth Total",347,11,178,667,19,3276,8761,30,72,207,18073,2137,154,33932,235
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34167
"Electorate Party Valid Votes for New Plymouth",,"National Party - .5326240717"
"ACT New Zealand",347,.010226335
"Alliance",11,.0003241778
"Aotearoa Legalise Cannabis Party",178,.0052457857
"Conservative Party",667,.019656961
"Democrats for Social Credit",19,.0005599434
"Green Party",3276,.0965460332
"Labour Party",8761,.2581928563
"Libertarianz",30,.0008841212
"Mana",72,.0021218908
"Māori Party",207,.0061004362
"National Party",18073,.5326240717
"New Zealand First Party",2137,.062978899
"United Future",154,.0045384887
