Party and Electorate Candidate Votes Recorded at each polling place
"Te Atatū 52","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Ordinary Votes BEFORE polling day - Taken in Waitakere",1,0,2,3,0,10,94,0,1,0,53,12,0,176,3
,"Special Votes BEFORE polling day",3,2,2,8,0,34,225,1,3,7,196,30,3,514,9
,"Special Votes On polling day",22,4,24,39,2,244,1135,1,22,12,881,145,7,2538,23
,"Overseas Special Votes including Defence Force",0,0,0,1,0,24,45,0,0,2,92,5,0,169,3
,"Votes Allowed for Party Only",5,1,8,12,0,49,366,0,15,13,154,25,1,649,13
,"Te Atatū Total",271,24,169,851,21,2231,11999,14,159,193,12701,2081,121,30835,356
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",31191
"Electorate Party Valid Votes for Te Atatū",,"National Party - .4119020593"
"ACT New Zealand",271,.0087887141
"Alliance",24,.0007783363
"Aotearoa Legalise Cannabis Party",169,.0054807848
"Conservative Party",851,.0275985082
"Democrats for Social Credit",21,.0006810443
"Green Party",2231,.0723528458
"Labour Party",11999,.3891357224
"Libertarianz",14,.0004540295
"Mana",159,.005156478
"Māori Party",193,.0062591211
"National Party",12701,.4119020593
"New Zealand First Party",2081,.0674882439
"United Future",121,.0039241122
