Party and Electorate Candidate Votes Recorded at each polling place
"East Coast Bays 11","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Ordinary Votes BEFORE polling day - Taken in Helensville",1,0,0,4,0,9,16,0,1,1,71,7,0,110,0
,"Ordinary Votes BEFORE polling day - Taken in North Shore",9,0,0,14,1,19,47,0,1,3,247,16,2,359,1
,"Ordinary Votes BEFORE polling day - Taken in Northcote",9,0,3,19,0,30,154,0,2,5,250,26,2,500,2
,"Special Votes BEFORE polling day",9,0,1,2,1,25,61,0,1,1,205,28,1,335,0
,"Special Votes On polling day",32,0,19,62,0,207,404,3,5,8,1320,71,9,2140,3
,"Overseas Special Votes including Defence Force",6,1,0,4,0,61,38,0,3,2,216,8,1,340,1
,"Votes Allowed for Party Only",3,0,8,11,0,46,92,0,3,3,152,11,1,330,3
,"East Coast Bays Total",530,14,156,1254,9,2704,5769,24,64,130,21079,1657,145,33535,160
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",33695
"Electorate Party Valid Votes for East Coast Bays",,"National Party - .6285671686"
"ACT New Zealand",530,.0158043835
"Alliance",14,.0004174743
"Aotearoa Legalise Cannabis Party",156,.0046518563
"Conservative Party",1254,.0373937677
"Democrats for Social Credit",9,.0002683763
"Green Party",2704,.0806321753
"Labour Party",5769,.1720292232
"Libertarianz",24,.0007156702
"Mana",64,.0019084539
"Māori Party",130,.0038765469
"National Party",21079,.6285671686
"New Zealand First Party",1657,.0494110631
"United Future",145,.0043238408
