Party and Electorate Candidate Votes Recorded at each polling place
"Wairarapa 56","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
"Masterton","Chanel College Hall, 26 Herbert Street",5,0,5,36,0,49,256,0,3,4,283,52,3,696,7
,"Courthouse, 41 Dixon Street",4,0,3,21,0,66,182,4,2,4,308,64,5,663,5
,"Douglas Park School Hall, 136 Cole Street",6,0,1,12,0,54,148,4,1,5,202,38,3,474,3
,"Fernridge School Hall, 264 Upper Plain Road",6,0,2,32,1,52,89,1,1,1,330,32,4,551,1
,"IDEA Services (IHC Centre), 46 Bentley Street",1,0,5,6,0,25,54,2,2,2,45,19,2,163,7
,"Lakeview School Hall, corner Te Ore Ore & Colombo Roads",27,0,10,78,0,188,433,4,2,7,911,106,10,1776,13
,"Makoura College Hall Foyer, corner Makora Road & Johnstone Street",1,2,2,11,0,54,176,2,2,2,120,54,2,428,2
,"Masterton Intermediate School Hall, 38 Intermediate Street",11,0,5,53,1,118,346,7,0,5,503,101,4,1154,12
,"Solway School Hall, 318 Ngaumutawa Road",9,1,2,19,0,54,166,1,1,3,400,72,6,734,1
,"Town Hall, 64 Chapel Street",13,0,19,50,1,184,384,4,2,16,739,136,10,1558,18
,"Westside Playcentre, corner Renall Street & Ngaumutawa Road",5,0,2,23,0,55,181,3,1,2,278,59,6,615,4
,"Young Citizens Hall, 205 Chapel Street",2,0,1,22,0,34,213,2,0,3,242,85,2,606,13
"Mauriceville","Mauriceville School, 1378 Opaki-Kaiparoro Road",4,0,1,8,0,14,16,0,1,1,67,14,3,129,1
"Norsewood","Norsewood School, Coronation Street",8,0,1,13,1,24,68,1,1,2,231,31,2,383,4
"Omakere","Omakere School, Long Range Road",7,0,0,4,0,9,2,0,0,0,70,5,1,98,1
"Opaki","Opaki School Hall, 36 Waipipi Road",7,0,2,10,0,38,44,3,1,1,277,17,2,402,3
"Pahiatua","Pahiatua School Hall, corner Albert Street & Mangahao Road",6,0,4,41,0,43,125,0,0,0,290,62,2,573,5
,"Tararua District Council Chambers, 136 Main Street",12,1,4,34,2,61,179,0,2,7,405,74,6,787,8
"Pirinoa","Pirinoa School, Lake Ferry Road",3,0,0,5,0,19,32,0,0,2,108,18,1,188,1
"Pongaroa","Pongaroa School, 9 Makomako Street",3,0,2,10,0,7,13,0,0,0,141,8,0,184,1
"Porangahau","Porangahau School, Keppel Street",9,0,2,9,0,14,27,0,1,3,165,8,4,242,1
"Takapau","Takapau School Hall (Nancy Street entrance)",3,0,2,17,0,18,58,3,1,6,176,21,0,305,6
"Tinui","Tinui School, 25 Charles Street",9,0,1,9,0,5,20,1,1,1,132,10,2,191,2
"Wainuioru","Wainuioru School, Stronvar Road",1,0,0,5,0,10,9,0,0,0,82,6,0,113,0
"Waipawa","Central Hawkes Bay District Council Chambers, 28-32 Ruataniwha Street",6,0,1,27,1,50,105,0,0,3,207,38,3,441,5
,"Waipawa School, Technology Block, 6 Harker Street",2,0,6,21,0,43,132,1,0,2,174,29,1,411,7
"Waipukurau","Central Hawkes Bay College Library, 45 Tavistock Road",8,0,3,24,0,46,122,0,0,3,307,27,2,542,2
,"The Terrace School Staffroom, 164 Porangahau Road",15,0,1,18,0,40,110,0,2,2,305,30,1,524,5
,"Waipukurau School Hall, St Marys Road",19,1,5,60,0,73,215,0,3,4,577,71,5,1033,2
"Weber","Weber School, Dannevirke-Weber Road",3,0,0,4,0,3,3,0,0,1,105,5,1,125,0
"Whareama","Whareama School, 82 Langdale Road",5,1,1,1,0,7,24,0,0,1,132,3,1,176,2
"Woodville","Woodville School Hall, Vogel Street",10,0,3,52,1,70,243,3,3,5,381,121,6,898,10
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Wairarapa",50,3,12,110,1,312,747,7,9,22,1828,222,24,3347,46
,"Special Votes BEFORE polling day",15,0,2,9,0,53,118,1,1,3,205,32,5,444,3
,"Special Votes On polling day",17,1,16,43,1,230,385,6,7,14,795,95,11,1621,10
,"Overseas Special Votes including Defence Force",6,0,1,0,0,28,35,1,0,1,120,5,1,198,0
,"Votes Allowed for Party Only",2,1,3,2,0,38,95,0,0,6,71,12,1,231,5
,"Wairarapa Total",467,14,200,1314,14,3442,8161,94,75,218,18046,2738,238,35021,294
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35315
"Electorate Party Valid Votes for Wairarapa",,"National Party - .5152908255"
"ACT New Zealand",467,.0133348562
"Alliance",14,.0003997601
"Aotearoa Legalise Cannabis Party",200,.0057108592
"Conservative Party",1314,.0375203449
"Democrats for Social Credit",14,.0003997601
"Green Party",3442,.0982838868
"Labour Party",8161,.2330316096
"Libertarianz",94,.0026841038
"Mana",75,.0021415722
"Māori Party",218,.0062248365
"National Party",18046,.5152908255
"New Zealand First Party",2738,.0781816624
"United Future",238,.0067959224
