Party and Electorate Candidate Votes Recorded at each polling place
"Hamilton East 13","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Melville","Melville Methodist Church Hall, corner Bader Street & Normandy Avenue",1,0,0,0,0,0,0,0,6,1,1,3,0,0,0,0,0,0,0,12,1
,"Melville Primary School, 101 Ohaupo Road",0,0,0,0,0,1,1,1,5,0,0,7,0,0,0,0,0,0,0,15,0
"Nawton","Nawton School, 58 Livingstone Avenue",0,0,0,0,0,0,0,1,8,0,1,3,0,0,0,0,0,0,0,13,0
"Pukete","Pukete School, 100 Pukete Road",4,0,0,0,0,3,0,0,17,0,0,45,1,0,0,0,0,2,0,72,0
"Rototuna","Chapel Hill Community Church, 2 Cate Road",86,0,0,0,2,37,4,16,334,0,6,1018,31,0,0,9,0,19,0,1562,4
,"Rototuna Primary School, 23 Strathmore Drive",122,0,3,0,5,62,9,9,466,1,15,1458,53,0,0,15,0,33,0,2251,4
,"Te Totara Primary School, off Borman Road extension",27,0,1,0,5,25,10,0,168,0,2,469,11,0,0,3,0,14,0,735,0
"Silverdale","Hillcrest High School, Masters Avenue",45,1,6,4,4,131,10,8,404,1,14,416,62,0,0,12,0,13,0,1131,2
"St Andrews","Vardon School, 36 Cunningham Road",3,0,0,0,0,1,1,0,3,0,0,17,0,0,0,0,0,0,0,25,0
"Whangamata ","Whangamata Baptist Church, 301 Port Road",0,0,0,0,0,6,0,0,6,0,0,32,1,0,0,0,0,0,0,45,0
"Whitiora","Whitiora School, 38 Willoughby Street",3,0,1,0,0,3,0,0,20,0,2,27,1,0,0,0,0,1,0,58,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,7,0
,"Hospital Votes",22,1,0,0,1,32,1,3,234,0,5,390,44,0,0,1,0,9,3,746,6
,"Ordinary Votes BEFORE polling day",138,6,13,2,8,227,20,34,1095,0,23,2019,146,1,1,10,5,52,1,3801,16
,"Special Votes BEFORE polling day",13,0,2,2,1,35,6,2,149,0,6,216,21,0,0,7,0,3,1,464,2
,"Special Votes On polling day",73,0,21,1,6,196,8,8,728,3,31,1149,41,2,0,37,1,16,2,2323,6
,"Overseas Special Votes including defence force",13,0,0,0,0,67,0,1,123,0,2,256,4,0,1,1,0,8,0,476,0
,"Votes Allowed for Party Only",11,0,11,0,2,37,1,1,226,0,32,172,12,0,0,4,0,2,1,512,3
,"Hamilton East Total",1387,17,129,17,90,2439,190,189,10420,21,323,16745,1113,13,2,243,16,458,15,33827,112
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",33939
"Electorate Party Valid Votes for Hamilton East",,"National Party - .495018772"
"ACT New Zealand",1387,.0410027493
"Alliance",17,.0005025571
"Aotearoa Legalise Cannabis Party",129,.0038135217
"Democrats for Social Credit",17,.0005025571
"Family Party",90,.0026605966
"Green Party",2439,.0721021669
"Jim Anderton's Progressive",190,.005616815
"Kiwi Party",189,.0055872528
"Labour Party",10420,.3080379578
"Libertarianz",21,.0006208059
"Maori Party",323,.0095485854
"National Party",16745,.495018772
"New Zealand First Party",1113,.0329027109
"New Zealand Pacific Party",13,.0003843084
"RAM - Residents Action Movement",2,.0000591244
"The Bill and Ben Party",243,.0071836107
"The Republic of New Zealand Party",16,.0004729949
"United Future",458,.0135394803
"Workers Party",15,.0004434328
