Party and Electorate Candidate Votes Recorded at each polling place
"Tauranga 51","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
"Pyes Pa","Aquinas College, 183 Pyes Pa Road",41,1,0,1,4,27,3,22,185,0,3,721,79,0,0,2,0,7,0,1096,5
"Tauranga","Brookfield School, 20 Millers Road",42,1,12,1,3,91,12,77,523,2,19,881,232,0,0,12,0,12,1,1921,0
,"Greenpark School, 13 Lumsden Street",13,0,6,1,1,32,12,35,384,0,12,662,144,1,0,4,1,6,0,1314,6
,"Greerton Community Hall, 1247 Cameron Road",37,1,10,3,10,83,22,71,696,0,11,806,379,1,0,11,1,10,1,2153,23
,"Matua Community Hall, Levers Road",70,0,6,0,2,81,5,38,424,0,2,1129,199,0,0,7,1,8,0,1972,5
,"Matua Dance Education Centre, 228b Levers Road",22,1,1,0,0,18,2,14,99,1,3,302,54,0,0,2,0,1,0,520,2
,"Merivale Action Centre, 25 Kesteven Avenue",9,0,4,0,2,35,3,29,171,0,3,172,77,0,0,3,1,5,0,514,2
,"Otumoetai College, 105 Windsor Road",31,0,11,2,1,50,2,29,293,0,9,444,103,0,0,13,0,5,0,993,3
,"Otumoetai School, 236 Otumoetai Road",68,0,20,2,6,111,9,64,558,1,10,1312,235,0,0,12,2,20,1,2431,5
,"Pillans Point School, 101 Maxwells Road",40,0,2,0,2,61,5,23,302,0,4,919,160,1,0,6,4,8,0,1537,3
,"St Columba Church Hall, 502 Otumoetai Road",30,0,2,2,2,50,11,28,298,1,5,754,213,1,0,7,2,12,0,1418,7
,"St Peter's Community Centre, 130 Spring Street",13,0,1,0,1,20,2,10,70,0,4,234,41,1,0,3,0,4,0,404,1
,"Tauranga Boys' College Youth Theatre, Devonport Road",51,0,1,0,3,88,5,44,411,1,7,957,211,0,0,7,1,12,4,1803,8
,"Tauranga Girls' College Hall, 930 Cameron Road",19,0,7,2,2,60,5,42,380,1,12,433,145,0,0,11,1,8,1,1129,5
,"Tauranga Intermediate School, 30 Eighteenth Avenue",20,1,0,0,1,24,5,11,143,3,4,332,95,0,0,8,0,2,1,650,4
,"Tauranga Primary School Hall, 31 Fifth Avenue",45,0,8,1,2,68,5,24,214,2,6,764,127,0,0,5,3,10,0,1284,6
"Tauriko","Settlers' Hall, State Highway 29",5,0,0,0,0,8,2,5,34,0,1,141,12,0,0,0,0,2,0,210,0
"Welcome Bay","Baden Powell Hall, 39 Welcome Bay Road",2,0,0,0,0,2,0,6,17,0,1,37,6,0,0,1,0,0,0,72,0
,"Welcome Bay School Hall, 309 Welcome Bay Road",0,0,0,0,0,2,0,2,10,0,0,21,4,0,0,0,0,1,0,40,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,4,0
,"Hospital Votes",6,1,0,3,2,11,4,11,169,0,2,254,121,0,1,0,4,3,1,593,27
,"Ordinary Votes BEFORE polling day",131,0,4,3,6,174,13,98,740,1,12,2652,378,0,0,6,0,16,0,4234,10
,"Special Votes BEFORE polling day",14,0,0,0,1,24,5,6,86,0,2,232,53,0,0,4,2,0,0,429,0
,"Special Votes On polling day",55,1,21,2,9,173,18,45,547,2,21,1172,128,1,1,27,0,17,2,2242,1
,"Overseas Special Votes including defence force",10,0,0,0,0,36,0,14,83,0,2,303,15,0,0,0,0,6,0,469,2
,"Votes Allowed for Party Only",3,0,6,1,2,24,2,5,165,1,21,196,23,0,0,3,0,2,0,454,3
,"Tauranga Total",1086,15,140,27,81,1721,178,897,8504,21,215,20418,3804,9,2,179,26,257,14,37594,147
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",37741
"Electorate Party Valid Votes for Tauranga",,"National Party - .5431185828"
"ACT New Zealand",1086,.0288875884
"Alliance",15,.0003989998
"Aotearoa Legalise Cannabis Party",140,.0037239985
"Democrats for Social Credit",27,.0007181997
"Family Party",81,.0021545991
"Green Party",1721,.0457785817
"Jim Anderton's Progressive",178,.0047347981
"Kiwi Party",897,.0238601905
"Labour Party",8504,.2262063095
"Libertarianz",21,.0005585998
"Maori Party",215,.0057189977
"National Party",20418,.5431185828
"New Zealand First Party",3804,.1011863595
"New Zealand Pacific Party",9,.0002393999
"RAM - Residents Action Movement",2,.0000532
"The Bill and Ben Party",179,.0047613981
"The Republic of New Zealand Party",26,.0006915997
"United Future",257,.0068361973
"Workers Party",14,.0003723999
