Party and Electorate Candidate Votes Recorded at each polling place
"Ilam 18","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Conservative Party","Democrats for Social Credit","Green Party","Labour Party","Libertarianz","Mana","Māori Party","National Party","New Zealand First Party","United Future","Total Valid Party Votes","Informal Party Votes"
,"Roydvale School Hall, 117 Roydvale Avenue",8,0,1,12,0,92,123,2,0,1,478,39,4,760,5
"Christchurch City","ABC Salisbury Street Pre School, 150 Salisbury Street",1,0,0,0,0,7,3,0,0,0,4,1,0,16,0
,"Christchurch Public Hospital, Main Entrance Foyer, 2 Riccarton Avenue",2,0,0,0,0,9,9,1,0,0,32,1,1,55,0
,"First Church of Christ Scientist, 66 Carlton Mill Road",3,0,0,1,0,29,25,0,0,0,90,2,0,150,0
,"HMNZS Pegasus, 419 Montreal Street",0,0,0,0,0,2,0,0,0,0,21,0,0,23,0
,"St Michael and All Angels Church School, 249 Durham Street South",0,0,0,0,0,1,5,0,0,0,19,0,0,25,0
"Fendalton","Christchurch Boys' High School, Big Room, Te Kura Street ",20,2,6,11,0,100,65,2,1,4,457,22,2,692,0
,"Fairleigh Kindergarten, 27a Garden Road",7,0,0,4,0,36,34,0,0,6,400,6,2,495,2
,"Fendalton Open Air School, The Village, 168 Clyde Road",14,1,5,14,1,124,176,1,1,4,787,25,2,1155,3
,"Medbury School Hall, corner Clyde & Creyke Roads",11,0,1,6,1,81,84,1,1,3,457,10,5,661,6
,"St Barnabas Church Hall, corner Fendalton Road & Tui Street",27,0,1,8,0,64,68,0,0,7,579,28,5,787,3
"Harewood","Harewood Playcentre, 719 Harewood Road",5,0,1,7,0,20,48,0,0,0,224,6,3,314,0
"Ilam","Electorate Headquarters, Oak Drive (off Parkstone Avenue)",11,0,2,13,0,71,78,0,1,3,258,23,8,468,1
,"Ilam School Hall, 66 Ilam Road",17,1,5,34,1,258,241,0,1,5,593,39,5,1200,10
,"Westburn School Hall, 257 Waimairi Road",23,3,3,30,0,185,278,1,3,5,802,38,8,1379,11
"Merivale","Heaton Normal Intermediate School Hall, 125-133 Heaton Street",8,1,1,8,0,68,72,0,1,4,408,13,7,591,6
,"Rangi Ruru Girls' School, Helen Kitson Function Centre, 59 Hewitts Road",15,0,1,6,0,121,121,0,0,4,609,25,6,908,6
"Papanui","Casebrook Intermediate, 90 Veitches Road",0,0,0,0,0,8,14,0,0,0,23,3,1,49,0
,"Papanui Baptist Church, 144 Sawyers Arms Road ",1,0,1,2,0,2,11,0,0,1,36,3,1,58,0
,"St Giles Church Hall, 450 Papanui Road (Frank Street entrance)",2,0,1,2,0,9,20,0,1,0,56,3,0,94,2
,"St Paul's Anglican Church Parish Hall, 1 Harewood Road",3,0,2,14,1,73,124,0,1,2,270,18,9,517,4
,"Waimairi School Hall, 1 Tillman Avenue",10,0,0,11,0,183,174,2,0,7,542,22,13,964,0
"Riccarton","Riccarton Mall, Riccarton Road (in aisle opposite K Mart)",2,0,2,6,0,65,62,0,1,2,188,13,1,342,1
,"St Ninian's Presbyterian Church Hall, 9 Puriri Street",7,0,3,11,0,78,53,1,1,1,253,15,7,430,2
,"Wharenui School, 32 Matipo Street",1,0,0,2,0,18,14,0,2,0,44,0,0,81,1
"Russley","St Stephen's Methodist Church, 376 Yaldhurst Road",0,0,0,0,0,4,5,0,0,0,9,2,0,20,0
"Sockburn","Riccarton Primary School, English Street",0,0,0,0,0,6,8,0,0,0,12,1,0,27,1
"Upper Riccarton","Villa Maria College Hall, 21 Peer Street (Brodie Street entrance)",5,0,0,13,0,53,85,0,0,0,171,23,0,350,2
"Yaldhurst","Yaldhurst Model School, 48 School Road",0,0,0,0,0,0,1,0,0,0,5,0,0,6,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Ordinary Votes BEFORE polling day - Taken in Christchurch Central",10,2,2,4,0,48,83,0,1,3,278,12,2,445,1
,"Ordinary Votes BEFORE polling day - Taken in Ilam",35,1,5,81,2,351,573,1,6,13,2020,153,23,3264,25
,"Ordinary Votes BEFORE polling day - Taken in Selwyn",1,0,1,0,0,9,7,0,0,1,44,5,0,68,0
,"Ordinary Votes BEFORE polling day - Taken in Wigram",11,0,4,18,0,182,211,0,1,4,766,36,5,1238,1
,"Special Votes BEFORE polling day",2,1,0,5,0,18,29,0,0,0,75,10,0,140,1
,"Special Votes On polling day",42,0,20,59,1,483,610,2,5,32,1768,98,29,3149,18
,"Overseas Special Votes including Defence Force",7,0,1,2,0,112,67,1,8,1,229,4,5,437,2
,"Votes Allowed for Party Only",3,0,3,5,2,78,142,0,0,5,214,19,0,471,1
,"Ilam Total",394,17,106,714,16,4586,6552,29,53,171,19934,1350,247,34169,196
,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",34365
"Electorate Party Valid Votes for Ilam",,"National Party - .5833943048"
"ACT New Zealand",394,.0115309198
"Alliance",17,.000497527
"Aotearoa Legalise Cannabis Party",106,.0031022272
"Conservative Party",714,.0208961339
"Democrats for Social Credit",16,.0004682607
"Green Party",4586,.1342152243
"Labour Party",6552,.1917527583
"Libertarianz",29,.0008487225
"Mana",53,.0015511136
"Māori Party",171,.0050045363
"National Party",19934,.5833943048
"New Zealand First Party",1350,.0395094969
"United Future",247,.0072287746
