Party and Electorate Candidate Votes Recorded at each polling place
"Nelson 29","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Stoke School, 601 Main Road",42,1,4,1,9,76,13,7,756,1,11,713,54,0,0,8,0,16,0,1712,5
"Tahunanui","Church of Christ Hall, 29 Parkers Road",20,1,5,1,9,37,9,3,367,0,2,277,36,0,0,2,0,8,0,777,1
,"Tahunanui School, 69 Muritai Street",45,1,6,2,17,147,11,8,555,1,3,520,43,0,0,5,0,14,0,1378,3
,"The Sands, Shop 6, 623 Rocks Road",10,0,0,0,3,50,2,1,109,0,1,219,14,0,0,2,0,2,0,413,1
"Wakapuaka","Wakapuaka Hall, State Highway 6",10,0,0,0,0,55,5,2,82,1,2,108,6,0,1,1,0,0,0,273,1
"Wakatu","Enner Glynn School, 10 The Ridgeway",34,2,0,0,5,96,11,13,413,1,7,554,26,1,0,12,0,14,0,1189,2
"Wakefield","Wakefield School, Edward Street",2,0,0,0,1,3,0,0,14,0,0,24,1,0,0,1,0,0,0,46,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",3,2,1,2,4,27,8,8,355,0,0,343,43,1,0,0,0,6,0,803,14
,"Ordinary Votes BEFORE polling day",95,5,6,2,8,398,23,30,1192,0,10,1658,79,0,0,5,0,54,0,3565,1
,"Special Votes BEFORE polling day",12,0,5,0,1,59,2,5,140,0,2,179,9,2,0,3,0,3,0,422,3
,"Special Votes On polling day",57,1,20,0,11,269,13,10,762,0,16,745,36,0,0,19,2,11,3,1975,6
,"Overseas Special Votes including defence force",9,0,1,1,1,105,2,3,133,0,0,198,0,1,1,1,1,5,0,462,0
,"Votes Allowed for Party Only",3,0,6,0,0,37,2,2,104,0,10,84,5,1,0,6,0,2,0,262,0
,"Nelson Total",900,42,144,24,160,3417,282,256,13689,12,184,15378,1104,11,3,209,5,387,13,36220,115
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",36335
"Electorate Party Valid Votes for Nelson",,"National Party - .4245720596"
"ACT New Zealand",900,.0248481502
"Alliance",42,.0011595803
"Aotearoa Legalise Cannabis Party",144,.003975704
"Democrats for Social Credit",24,.0006626173
"Family Party",160,.0044174489
"Green Party",3417,.0943401436
"Jim Anderton's Progressive",282,.0077857537
"Kiwi Party",256,.0070679183
"Labour Party",13689,.3779403644
"Libertarianz",12,.0003313087
"Maori Party",184,.0050800663
"National Party",15378,.4245720596
"New Zealand First Party",1104,.0304803976
"New Zealand Pacific Party",11,.0003036996
"RAM - Residents Action Movement",3,.0000828272
"The Bill and Ben Party",209,.0057702927
"The Republic of New Zealand Party",5,.0001380453
"United Future",387,.0106847046
"Workers Party",13,.0003589177
