Party and Electorate Candidate Votes Recorded at each polling place
"Waimakariri 55","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Kaiapoi North School, 278 Williams Street",23,1,3,0,0,47,15,4,499,0,3,440,45,0,0,12,0,9,0,1101,2
"Mandeville","Eyreton Mandeville Hall, corner Mandeville & South Eyre Roads",23,1,0,0,0,15,6,2,49,0,0,211,7,0,0,1,0,7,0,322,0
"Marshland","Marshland School, 329 Prestons Road",15,1,0,1,4,16,3,1,88,0,0,202,12,0,0,8,0,0,0,351,0
"Ohoka","Ohoka School, Jacksons Road",33,0,1,0,2,70,7,6,126,0,1,581,15,0,0,5,0,6,0,853,0
"Oxford","Jaycee's Room, Main Street",39,1,6,6,6,132,21,16,412,0,6,717,58,0,0,6,0,19,0,1445,3
"Papanui","Casebrook Intermediate, 90 Veitches Road",15,0,2,0,0,69,17,12,423,1,1,481,30,0,0,8,0,20,0,1079,1
,"Papanui Baptist Church, 144 Sawyers Arms Road",0,0,0,0,0,7,1,5,37,0,1,40,2,0,0,0,0,3,0,96,0
,"Papanui Methodist Church Hall, 68 Harewood Road (corner Chapel Street)",3,0,0,0,1,6,1,1,31,0,0,34,1,0,0,0,0,1,0,79,0
,"Papanui Primary School, 40 Winters Road",1,0,0,0,0,8,1,1,36,0,0,32,3,0,0,2,0,0,0,84,0
,"St Joseph's Church School, 4 Vagues Road",5,0,0,0,1,4,0,0,66,0,0,97,6,0,0,3,0,5,0,187,0
"Pines Beach","Public Hall, 7 Dunns Avenue",4,1,1,0,0,20,6,6,163,0,3,87,29,0,0,2,1,7,0,330,1
"Rangiora","Ashgrove School, 48 Seddon Street",37,2,3,1,1,74,17,23,435,0,3,924,66,0,0,2,0,15,0,1603,3
,"McAlpine Band Room, 8a Good Street",24,0,6,2,4,57,8,18,369,1,11,475,45,0,0,9,0,8,0,1037,0
,"Rangiora Borough School, King Street",36,2,6,2,2,119,19,46,791,2,6,1075,116,1,0,11,1,26,0,2261,12
,"Rangiora High School, East Belt",13,1,3,2,0,35,2,18,188,0,4,294,36,0,0,6,0,4,0,606,6
,"Southbrook School, 26 Marshall Street",26,2,2,1,2,54,5,27,365,0,2,578,43,0,0,10,0,9,2,1128,5
"Redwood","Early Childhood Centre, 339 Main North Road",8,1,1,2,3,25,8,2,186,0,1,230,19,0,0,3,0,2,1,492,2
,"Northcote School, 26 Tuckers Road",9,0,2,1,2,38,12,13,389,0,6,271,35,3,0,4,1,8,0,794,5
,"Redwood Play Centre, 40 Dunedin Street",19,3,2,1,0,27,18,7,315,0,0,306,22,0,0,5,0,6,0,731,5
,"Redwood School, 51 Prestons Road",52,2,4,0,2,105,27,8,678,1,6,850,58,0,0,2,0,10,0,1805,5
,"Scout Hall, 20 Sturrocks Road",13,0,0,0,0,27,3,3,176,0,0,185,21,0,0,2,0,1,0,431,1
"Swannanoa","Swannanoa School, Tram Road",24,1,1,0,0,25,3,10,122,0,1,383,12,0,0,1,0,8,0,591,1
"Tuahiwi","Tuahiwi School, 206 Tuahiwi Road",6,0,0,0,0,21,4,2,92,0,2,85,14,0,0,1,0,3,0,230,1
"View Hill","View Hill School, Island Road",2,0,0,0,0,4,1,1,25,0,0,82,1,0,0,1,0,3,0,120,0
"Waikuku","Waikuku School, Main North Road, State Highway 1",8,0,2,0,0,7,3,4,61,0,1,89,10,0,0,3,0,0,0,188,0
"Waikuku Beach","Waikuku Beach Hall, Park Terrace",8,0,5,1,1,53,6,4,141,0,8,128,16,0,0,2,0,2,0,375,0
"West Eyreton","West Eyreton School, 1650 North Eyre Road",15,0,0,0,2,28,12,4,98,0,4,282,18,0,0,1,0,8,0,472,1
"Woodend","Woodend School, Main North Road",30,1,0,1,1,86,16,21,474,0,5,687,85,0,0,8,0,6,1,1422,5
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",3,0,1,1,0,10,6,0,131,0,2,129,11,0,0,0,0,0,0,294,11
,"Ordinary Votes BEFORE polling day",66,4,6,2,5,148,27,31,1017,0,8,1702,175,1,1,8,1,32,0,3234,6
,"Special Votes BEFORE polling day",12,0,0,1,0,21,2,4,95,0,1,142,10,0,0,2,0,2,0,292,0
,"Special Votes On polling day",47,4,22,0,3,166,16,20,637,0,17,1044,50,0,0,24,0,12,1,2063,3
,"Overseas Special Votes including defence force",7,0,1,0,1,38,1,2,66,0,0,155,2,0,0,0,0,2,0,275,0
,"Votes Allowed for Party Only",12,0,5,0,1,15,0,2,124,0,11,129,2,0,0,2,0,2,1,306,0
,"Waimakariri Total",953,40,123,33,61,2036,397,397,12702,7,140,18539,1482,5,3,228,4,342,9,37501,114
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",37615
"Electorate Party Valid Votes for Waimakariri",,"National Party - .4943601504"
"ACT New Zealand",953,.0254126557
"Alliance",40,.0010666382
"Aotearoa Legalise Cannabis Party",123,.0032799125
"Democrats for Social Credit",33,.0008799765
"Family Party",61,.0016266233
"Green Party",2036,.0542918855
"Jim Anderton's Progressive",397,.0105863844
"Kiwi Party",397,.0105863844
"Labour Party",12702,.3387109677
"Libertarianz",7,.0001866617
"Maori Party",140,.0037332338
"National Party",18539,.4943601504
"New Zealand First Party",1482,.0395189462
"New Zealand Pacific Party",5,.0001333298
"RAM - Residents Action Movement",3,.0000799979
"The Bill and Ben Party",228,.0060798379
"The Republic of New Zealand Party",4,.0001066638
"United Future",342,.0091197568
"Workers Party",9,.0002399936
