Party and Electorate Candidate Votes Recorded at each polling place
"Mangere 22","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Indian Christian Life Centre, 92 St George Street",2,0,0,0,3,4,0,0,37,0,0,8,0,1,0,0,0,2,0,57,0
,"Omana Kindergarten, 42 Omana Avenue",1,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,15,0
,"Papatoetoe West School, 1-3 Hillcrest Road",7,0,2,0,3,9,6,0,201,0,3,91,14,9,0,2,0,4,1,352,3
,"Puhinui Primary School, 116 Puhinui Road",1,0,0,0,0,1,2,0,21,0,0,12,3,4,0,0,0,0,0,44,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",0,0,0,0,2,1,6,0,47,0,0,11,1,16,0,0,0,0,0,84,4
,"Ordinary Votes BEFORE polling day",39,2,5,0,20,47,11,9,1363,1,11,411,105,261,2,5,1,15,3,2311,16
,"Special Votes BEFORE polling day",3,0,2,0,5,7,5,0,221,0,2,45,9,127,0,0,0,2,0,428,4
,"Special Votes On polling day",22,0,11,0,34,32,16,4,1481,1,31,332,32,260,1,8,0,17,2,2284,17
,"Overseas Special Votes including defence force",1,0,0,0,3,14,2,4,62,0,2,46,3,16,0,0,0,5,0,158,0
,"Votes Allowed for Party Only",3,0,6,0,15,7,3,1,585,1,38,64,18,46,1,3,0,5,1,797,4
,"Mangere Total",280,6,96,2,297,511,165,65,15446,6,241,4120,830,2683,16,75,1,218,16,25074,279
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",25353
"Electorate Party Valid Votes for Mangere",,"Labour Party - .6160165909"
"ACT New Zealand",280,.0111669458
"Alliance",6,.0002392917
"Aotearoa Legalise Cannabis Party",96,.0038286671
"Democrats for Social Credit",2,.0000797639
"Family Party",297,.011844939
"Green Party",511,.0203796762
"Jim Anderton's Progressive",165,.0065805217
"Kiwi Party",65,.0025923267
"Labour Party",15446,.6160165909
"Libertarianz",6,.0002392917
"Maori Party",241,.0096115498
"National Party",4120,.1643136317
"New Zealand First Party",830,.033102018
"New Zealand Pacific Party",2683,.1070032703
"RAM - Residents Action Movement",16,.0006381112
"The Bill and Ben Party",75,.0029911462
"The Republic of New Zealand Party",1,.0000398819
"United Future",218,.008694265
"Workers Party",16,.0006381112
