Party and Electorate Candidate Votes Recorded at each polling place
"Pakuranga 37","Party Vote Details"
,,"ACT New Zealand","Alliance","Aotearoa Legalise Cannabis Party","Democrats for Social Credit","Family Party","Green Party","Jim Anderton's Progressive","Kiwi Party","Labour Party","Libertarianz","Maori Party","National Party","New Zealand First Party","New Zealand Pacific Party","RAM - Residents Action Movement","The Bill and Ben Party","The Republic of New Zealand Party","United Future","Workers Party","Total Valid Party Votes","Informal Party Votes"
,"Howick Intermediate School, 1 Botany Road",74,0,1,0,8,51,14,6,296,0,6,671,49,1,0,8,0,19,1,1205,1
,"Owairoa  Primary School, corner Wellington & Nelson Streets",85,2,2,0,4,76,13,7,302,1,2,855,32,1,0,4,0,12,0,1398,1
,"Salvation Army-East City, 37-45 Wellington Street",85,2,8,0,4,59,4,6,262,0,4,724,73,0,0,4,0,17,0,1252,5
,"Shelly Park School, 11-13 Sunnyview Avenue",4,0,0,0,0,0,2,0,7,0,0,25,1,0,0,0,0,0,0,39,0
"Meadowlands","Meadowlands Methodist Community Church, 128 Whitford Road",6,0,0,0,0,5,0,0,17,0,0,63,1,0,0,0,0,2,0,94,2
"Mellons Bay","Mellons Bay Primary School, 140 Mellons Bay Road",108,0,1,0,6,53,3,1,133,0,3,752,29,0,0,3,0,10,0,1102,1
"Northpark","Our Lady Star of the Sea School, 14 Oakridge Way",3,0,1,0,0,1,0,0,1,0,1,23,3,0,0,0,0,0,0,33,0
"Pakuranga","Anchorage Park Primary School, 16 Swan Crescent",30,0,3,0,4,22,7,4,204,0,3,236,26,2,0,1,0,0,0,542,3
,"Eastgate Christian Centre, 5 Ben Lomond Crescent",39,0,0,0,9,24,6,5,219,0,2,410,25,0,0,2,0,18,1,760,3
,"Edgewater College, 32 Edgewater Drive",34,1,2,0,2,28,13,1,315,0,1,327,36,4,2,3,0,2,1,772,5
,"Elm Park School, 46 Gossamer Drive",89,0,4,0,7,43,7,5,425,0,1,675,50,2,0,2,1,11,0,1322,8
,"Farm Cove Intermediate School, 14-16 Butley Drive",225,1,4,0,8,65,11,5,516,1,6,1676,99,1,0,11,0,20,0,2649,3
,"Pakuranga College, 480 Pakuranga Road",143,0,5,2,22,78,17,9,605,1,6,1237,65,3,2,9,0,19,0,2223,7
,"Pakuranga Heights  Primary School, 77 Udys Road",99,0,7,0,3,48,19,5,455,0,1,851,60,4,0,1,0,9,2,1564,5
,"Pakuranga Youth Centre, 13c Reeves Road",91,1,1,0,16,32,17,9,434,1,6,636,56,1,0,5,1,13,1,1321,4
,"Riverhills Primary School, 13 Waikaremoana Place",34,0,2,0,6,24,30,2,216,1,5,314,29,7,0,3,0,8,0,681,4
,"Sunnyhills Primary School, 17 The Crest",141,0,2,0,8,38,9,8,200,1,5,1049,42,0,1,6,0,21,1,1532,3
"Somerville","Somerville Intermediate School, 39 Somerville Road",2,0,0,0,1,0,0,0,11,0,0,29,2,0,0,0,0,1,0,46,0
,"Polling places where less than 6 votes were taken",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"Hospital Votes",11,0,0,1,0,15,7,2,151,0,0,283,43,0,0,0,0,2,0,515,0
,"Ordinary Votes BEFORE polling day",225,2,4,1,15,111,17,12,728,2,6,2207,180,1,0,3,0,28,2,3544,3
,"Special Votes BEFORE polling day",13,1,1,0,2,7,1,0,48,0,1,68,5,0,0,0,0,1,1,149,0
,"Special Votes On polling day",137,1,10,0,17,124,20,5,493,1,8,1321,62,1,0,25,1,14,1,2241,5
,"Overseas Special Votes including defence force",20,0,0,0,1,33,5,1,91,1,0,376,6,0,0,3,0,5,0,542,2
,"Votes Allowed for Party Only",9,0,4,0,5,11,0,1,110,0,12,127,2,4,0,3,0,2,0,290,3
,"Pakuranga Total",2541,15,79,4,186,1273,265,123,7872,13,106,21099,1231,38,6,137,4,338,12,35342,80
,,,,,,,,,,,,,,,,,,,,"Valid Party Votes plus Informal Party Votes",35422
"Electorate Party Valid Votes for Pakuranga",,"National Party - .5969950767"
"ACT New Zealand",2541,.0718974591
"Alliance",15,.0004244242
"Aotearoa Legalise Cannabis Party",79,.0022353008
"Democrats for Social Credit",4,.0001131798
"Family Party",186,.0052628601
"Green Party",1273,.0360194669
"Jim Anderton's Progressive",265,.0074981608
"Kiwi Party",123,.0034802784
"Labour Party",7872,.222737819
"Libertarianz",13,.0003678343
"Maori Party",106,.0029992643
"National Party",21099,.5969950767
"New Zealand First Party",1231,.0348310792
"New Zealand Pacific Party",38,.001075208
"RAM - Residents Action Movement",6,.0001697697
"The Bill and Ben Party",137,.0038764077
"The Republic of New Zealand Party",4,.0001131798
"United Future",338,.0095636919
"Workers Party",12,.0003395394
